timestamp,aqi,pm25,pm10,no2,o3,temperature,humidity,wind_speed,hour,day,month,weekday,is_weekend,aqi_change_rate,pm25_to_pm10_ratio,temp_change,humidity_change,weather_code
2025-01-01 06:00:00,88,29.67,31.0,2.7,81.0,13.3,59,4.4,6,1,1,2,0,6.0,0.9570967741935484,0.0,3.0,9
2025-01-01 07:00:00,94,32.33,34.0,3.3,81.0,13.7,59,4.0,7,1,1,2,0,6.0,0.9508823529411764,0.3999999999999986,0.0,5
2025-01-01 08:00:00,100,35.0,37.0,4.0,81.0,14.4,58,4.0,8,1,1,2,0,6.0,0.9459459459459459,0.7000000000000011,-1.0,5
2025-01-01 09:00:00,104,37.0,39.0,3.7,92.0,15.2,54,4.4,9,1,1,2,0,4.0,0.9487179487179487,0.7999999999999989,-4.0,5
2025-01-01 10:00:00,110,39.0,41.0,3.3,103.0,20.7,45,4.8,10,1,1,2,0,6.0,0.9512195121951219,5.5,-9.0,5
2025-01-01 11:00:00,115,41.0,43.0,3.0,114.0,21.5,41,4.8,11,1,1,2,0,5.0,0.9534883720930233,0.8000000000000007,-4.0,5
2025-01-01 12:00:00,108,38.33,41.7,2.7,121.7,22.2,40,4.4,12,1,1,2,0,-7.0,0.9191846522781774,0.6999999999999993,-1.0,5
2025-01-01 13:00:00,101,35.67,40.3,2.3,129.3,25.2,31,3.6,13,1,1,2,0,-7.0,0.8851116625310175,3.0,-9.0,8
2025-01-01 14:00:00,95,33.0,39.0,2.0,137.0,25.6,29,3.2,14,1,1,2,0,-6.0,0.8461538461538461,0.40000000000000213,-2.0,8
2025-01-01 15:00:00,98,34.0,40.7,2.7,136.0,25.9,29,2.8,15,1,1,2,0,3.0,0.8353808353808353,0.29999999999999716,0.0,8
2025-01-01 16:00:00,100,35.0,42.3,3.3,135.0,25.9,29,2.4,16,1,1,2,0,2.0,0.8274231678486998,0.0,0.0,0
2025-01-01 17:00:00,102,36.0,44.0,4.0,134.0,26.3,28,2.0,17,1,1,2,0,2.0,0.8181818181818182,0.40000000000000213,-1.0,3
2025-01-01 18:00:00,118,42.0,48.3,4.7,122.7,26.7,25,1.2,18,1,1,2,0,16.0,0.8695652173913044,0.3999999999999986,-3.0,3
2025-01-01 19:00:00,134,48.0,52.7,5.3,111.3,21.9,40,0.8,19,1,1,2,0,16.0,0.9108159392789373,-4.800000000000001,15.0,0
2025-01-01 20:00:00,150,54.0,57.0,6.0,100.0,21.5,42,1.2,20,1,1,2,0,16.0,0.9473684210526315,-0.3999999999999986,2.0,0
2025-01-01 21:00:00,150,54.0,57.0,6.0,93.3,21.1,44,2.0,21,1,1,2,0,0.0,0.9473684210526315,-0.3999999999999986,2.0,8
2025-01-01 22:00:00,150,54.0,57.0,6.0,86.7,17.8,53,2.8,22,1,1,2,0,0.0,0.9473684210526315,-3.3000000000000007,9.0,8
2025-01-01 23:00:00,150,54.0,57.0,6.0,80.0,17.4,56,3.2,23,1,1,2,0,0.0,0.9473684210526315,-0.40000000000000213,3.0,8
2025-01-02 00:00:00,148,53.0,56.3,5.7,78.7,17.0,57,3.6,0,2,1,3,0,-2.0,0.941385435168739,-0.3999999999999986,1.0,8
2025-01-02 01:00:00,145,52.0,55.7,5.3,77.3,15.2,64,3.6,1,2,1,3,0,-3.0,0.9335727109515259,-1.8000000000000007,7.0,8
2025-01-02 02:00:00,142,51.0,55.0,5.0,76.0,15.2,64,3.6,2,2,1,3,0,-3.0,0.9272727272727272,0.0,0.0,0
2025-01-02 03:00:00,140,50.33,54.3,4.3,78.3,14.1,66,3.6,3,2,1,3,0,-2.0,0.9268876611418048,-1.0999999999999996,2.0,8
2025-01-02 04:00:00,139,49.67,53.7,3.7,80.7,14.1,66,3.6,4,2,1,3,0,-1.0,0.9249534450651768,0.0,0.0,8
2025-01-02 05:00:00,137,49.0,53.0,3.0,83.0,14.1,66,3.6,5,2,1,3,0,-2.0,0.9245283018867925,0.0,0.0,8
2025-01-02 06:00:00,141,50.67,54.7,3.3,84.7,14.1,68,3.6,6,2,1,3,0,4.0,0.926325411334552,0.0,2.0,8
2025-01-02 07:00:00,146,52.33,56.3,3.7,86.3,14.1,69,3.6,7,2,1,3,0,5.0,0.9294849023090587,0.0,1.0,5
2025-01-02 08:00:00,150,54.0,58.0,4.0,88.0,14.4,68,4.0,8,2,1,3,0,4.0,0.9310344827586207,0.3000000000000007,-1.0,5
2025-01-02 09:00:00,141,50.67,54.3,3.7,100.3,15.2,66,4.0,9,2,1,3,0,-9.0,0.9331491712707183,0.7999999999999989,-2.0,5
2025-01-02 10:00:00,132,47.33,50.7,3.3,112.7,20.7,49,4.0,10,2,1,3,0,-9.0,0.9335305719921103,5.5,-17.0,5
2025-01-02 11:00:00,123,44.0,47.0,3.0,125.0,21.9,41,4.0,11,2,1,3,0,-9.0,0.9361702127659575,1.1999999999999993,-8.0,5
2025-01-02 12:00:00,104,37.0,40.3,2.7,133.0,22.2,38,3.2,12,2,1,3,0,-19.0,0.9181141439205956,0.3000000000000007,-3.0,5
2025-01-02 13:00:00,89,30.0,33.7,2.3,141.0,25.2,27,2.4,13,2,1,3,0,-15.0,0.890207715133531,3.0,-11.0,8
2025-01-02 14:00:00,86,23.0,27.0,2.0,149.0,25.6,26,1.6,14,2,1,3,0,-3.0,0.8518518518518519,0.40000000000000213,-1.0,0
2025-01-02 15:00:00,87,29.33,34.7,3.0,149.7,25.6,28,1.6,15,2,1,3,0,1.0,0.8452449567723341,0.0,2.0,0
2025-01-02 16:00:00,101,35.67,42.3,4.0,150.3,25.6,28,1.2,16,2,1,3,0,14.0,0.8432624113475178,0.0,0.0,5
2025-01-02 17:00:00,118,42.0,50.0,5.0,151.0,25.2,28,0.4,17,2,1,3,0,17.0,0.84,-0.40000000000000213,0.0,5
2025-01-02 18:00:00,152,57.0,64.3,5.7,134.0,25.2,31,1.2,18,2,1,3,0,34.0,0.8864696734059099,0.0,3.0,5
2025-01-02 19:00:00,172,72.0,78.7,6.3,117.0,21.1,48,1.2,19,2,1,3,0,20.0,0.9148665819567979,-4.099999999999998,17.0,0
2025-01-02 20:00:00,192,87.0,93.0,7.0,100.0,20.7,51,1.6,20,2,1,3,0,20.0,0.9354838709677419,-0.40000000000000213,3.0,8
2025-01-02 21:00:00,184,81.33,86.3,6.3,97.0,20.0,58,1.2,21,2,1,3,0,-8.0,0.9424101969872538,-0.6999999999999993,7.0,8
2025-01-02 22:00:00,177,75.67,79.7,5.7,94.0,18.1,60,1.2,22,2,1,3,0,-7.0,0.949435382685069,-1.8999999999999986,2.0,8
2025-01-02 23:00:00,169,70.0,73.0,5.0,91.0,16.7,68,2.0,23,2,1,3,0,-8.0,0.958904109589041,-1.4000000000000021,8.0,8
2025-01-03 00:00:00,167,68.0,71.3,4.7,86.3,16.7,66,2.4,0,3,1,4,0,-2.0,0.9537166900420758,0.0,-2.0,8
2025-01-03 01:00:00,164,66.0,69.7,4.3,81.7,15.6,68,2.8,1,3,1,4,0,-3.0,0.9469153515064562,-1.0999999999999996,2.0,8
2025-01-03 02:00:00,161,64.0,68.0,4.0,77.0,15.2,68,2.8,2,3,1,4,0,-3.0,0.9411764705882353,-0.40000000000000036,0.0,8
2025-01-03 03:00:00,162,64.67,69.0,3.3,79.0,13.7,69,2.8,3,3,1,4,0,1.0,0.9372463768115942,-1.5,1.0,0
2025-01-03 04:00:00,163,65.33,70.0,2.7,81.0,13.3,73,2.8,4,3,1,4,0,1.0,0.9332857142857143,-0.3999999999999986,4.0,9
2025-01-03 05:00:00,164,66.0,71.0,2.0,83.0,13.3,74,2.8,5,3,1,4,0,1.0,0.9295774647887324,0.0,1.0,3
2025-01-03 06:00:00,169,70.0,75.0,3.3,82.0,13.0,74,2.8,6,3,1,4,0,5.0,0.9333333333333333,-0.3000000000000007,0.0,1
2025-01-03 07:00:00,175,74.0,79.0,4.7,81.0,12.6,78,2.8,7,3,1,4,0,6.0,0.9367088607594937,-0.40000000000000036,4.0,5
2025-01-03 08:00:00,180,78.0,83.0,6.0,80.0,13.0,76,2.8,8,3,1,4,0,5.0,0.9397590361445783,0.40000000000000036,-2.0,5
2025-01-03 09:00:00,172,72.0,78.3,5.0,98.0,14.4,69,2.4,9,3,1,4,0,-8.0,0.9195402298850575,1.4000000000000004,-7.0,5
2025-01-03 10:00:00,164,66.0,73.7,4.0,116.0,20.7,50,2.4,10,3,1,4,0,-8.0,0.8955223880597014,6.299999999999999,-19.0,5
2025-01-03 11:00:00,156,60.0,69.0,3.0,134.0,21.1,50,1.6,11,3,1,4,0,-8.0,0.8695652173913043,0.40000000000000213,0.0,5
2025-01-03 12:00:00,152,57.0,65.3,3.0,144.3,21.5,49,0.8,12,3,1,4,0,-4.0,0.8728943338437979,0.3999999999999986,-1.0,5
2025-01-03 13:00:00,150,54.0,61.7,3.0,154.7,24.4,41,0.4,13,3,1,4,0,-2.0,0.8752025931928686,2.8999999999999986,-8.0,5
2025-01-03 14:00:00,142,51.0,58.0,3.0,165.0,24.4,42,0.8,14,3,1,4,0,-8.0,0.8793103448275862,0.0,1.0,5
2025-01-03 15:00:00,152,54.67,62.3,3.7,163.0,24.4,42,1.2,15,3,1,4,0,10.0,0.8775280898876405,0.0,0.0,5
2025-01-03 16:00:00,154,58.33,66.7,4.3,161.0,24.1,43,2.0,16,3,1,4,0,2.0,0.8745127436281859,-0.29999999999999716,1.0,5
2025-01-03 17:00:00,159,62.0,71.0,5.0,159.0,24.1,44,2.8,17,3,1,4,0,5.0,0.8732394366197183,0.0,1.0,5
2025-01-03 18:00:00,165,66.67,75.0,9.3,143.0,24.4,51,3.2,18,3,1,4,0,6.0,0.8889333333333334,0.29999999999999716,7.0,5
2025-01-03 19:00:00,171,71.33,79.0,13.7,127.0,21.1,69,3.2,19,3,1,4,0,6.0,0.9029113924050632,-3.299999999999997,18.0,5
2025-01-03 20:00:00,177,76.0,83.0,18.0,111.0,20.7,72,3.2,20,3,1,4,0,6.0,0.9156626506024096,-0.40000000000000213,3.0,5
2025-01-03 21:00:00,180,78.33,85.7,19.7,93.3,20.4,74,2.4,21,3,1,4,0,3.0,0.914002333722287,-0.3000000000000007,2.0,5
2025-01-03 22:00:00,184,80.67,88.3,21.3,75.7,18.1,81,2.0,22,3,1,4,0,4.0,0.913590033975085,-2.299999999999997,7.0,5
2025-01-03 23:00:00,187,83.0,91.0,23.0,58.0,18.1,83,1.2,23,3,1,4,0,3.0,0.9120879120879121,0.0,2.0,5
2025-01-04 00:00:00,187,83.0,91.3,20.7,52.3,18.9,79,0.4,0,4,1,5,1,0.0,0.9090909090909092,0.7999999999999972,-4.0,2
2025-01-04 01:00:00,187,83.0,91.7,18.3,46.7,17.8,81,0.4,1,4,1,5,1,0.0,0.9051254089422028,-1.0999999999999979,2.0,5
2025-01-04 02:00:00,187,83.0,92.0,16.0,41.0,17.4,83,0.4,2,4,1,5,1,0.0,0.9021739130434783,-0.40000000000000213,2.0,5
2025-01-04 03:00:00,187,83.33,92.3,15.0,36.7,16.7,87,0.8,3,4,1,5,1,0.0,0.9028169014084507,-0.6999999999999993,4.0,5
2025-01-04 04:00:00,188,83.67,92.7,14.0,32.3,16.7,85,0.8,4,4,1,5,1,1.0,0.902588996763754,0.0,-2.0,5
2025-01-04 05:00:00,188,84.0,93.0,13.0,28.0,17.4,83,1.2,5,4,1,5,1,0.0,0.9032258064516129,0.6999999999999993,-2.0,5
2025-01-04 06:00:00,194,88.67,98.0,13.7,29.0,17.0,83,1.6,6,4,1,5,1,6.0,0.904795918367347,-0.3999999999999986,0.0,5
2025-01-04 07:00:00,200,93.33,103.0,14.3,30.0,16.7,85,2.4,7,4,1,5,1,6.0,0.9061165048543689,-0.3000000000000007,2.0,5
2025-01-04 08:00:00,207,98.0,108.0,15.0,31.0,16.3,87,2.8,8,4,1,5,1,7.0,0.9074074074074074,-0.3999999999999986,2.0,5
2025-01-04 09:00:00,177,76.0,93.7,12.7,59.7,17.0,79,3.2,9,4,1,5,1,-30.0,0.8110992529348986,0.6999999999999993,-8.0,5
2025-01-04 10:00:00,150,54.0,79.3,10.3,88.3,21.1,49,4.0,10,4,1,5,1,-27.0,0.6809583858764187,4.100000000000001,-30.0,1
2025-01-04 11:00:00,93,32.0,65.0,8.0,117.0,20.7,45,3.6,11,4,1,5,1,-57.0,0.49230769230769234,-0.40000000000000213,-4.0,1
2025-01-04 12:00:00,87,29.33,58.7,6.7,125.7,21.1,41,3.6,12,4,1,5,1,-6.0,0.49965928449744457,0.40000000000000213,-4.0,1
2025-01-04 13:00:00,82,26.67,52.3,5.3,134.3,23.7,31,4.0,13,4,1,5,1,-5.0,0.509942638623327,2.599999999999998,-10.0,1
2025-01-04 14:00:00,79,24.0,46.0,4.0,143.0,24.1,27,4.4,14,4,1,5,1,-3.0,0.5217391304347826,0.40000000000000213,-4.0,1
2025-01-04 15:00:00,75,23.33,46.7,4.3,140.0,24.1,29,5.2,15,4,1,5,1,-4.0,0.4995717344753747,0.0,2.0,1
2025-01-04 16:00:00,73,22.67,47.3,4.7,137.0,24.1,29,5.6,16,4,1,5,1,-2.0,0.4792811839323468,0.0,0.0,1
2025-01-04 17:00:00,72,22.0,48.0,5.0,134.0,23.3,29,6.0,17,4,1,5,1,-1.0,0.4583333333333333,-0.8000000000000007,0.0,1
2025-01-04 18:00:00,73,22.67,48.0,12.3,110.0,22.6,33,4.8,18,4,1,5,1,1.0,0.4722916666666667,-0.6999999999999993,4.0,1
2025-01-04 19:00:00,74,23.33,48.0,19.7,86.0,19.3,45,4.4,19,4,1,5,1,1.0,0.48604166666666665,-3.3000000000000007,12.0,1
2025-01-04 20:00:00,76,24.0,48.0,27.0,62.0,19.3,44,4.0,20,4,1,5,1,2.0,0.5,0.0,-1.0,1
2025-01-04 21:00:00,73,22.67,45.0,27.3,55.7,19.3,45,3.6,21,4,1,5,1,-3.0,0.5037777777777778,0.0,1.0,1
2025-01-04 22:00:00,70,21.33,42.0,27.7,49.3,17.4,51,2.8,22,4,1,5,1,-3.0,0.5078571428571428,-1.9000000000000021,6.0,1
2025-01-04 23:00:00,67,20.0,39.0,28.0,43.0,17.8,49,2.0,23,4,1,5,1,-3.0,0.5128205128205128,0.40000000000000213,-2.0,1
2025-01-05 00:00:00,74,23.0,42.0,27.0,38.7,18.5,47,1.6,0,5,1,6,1,7.0,0.5476190476190477,0.6999999999999993,-2.0,1
2025-01-05 01:00:00,80,26.0,45.0,26.0,34.3,15.9,53,2.0,1,5,1,6,1,6.0,0.5777777777777777,-2.5999999999999996,6.0,1
2025-01-05 02:00:00,87,29.0,48.0,25.0,30.0,14.8,55,2.8,2,5,1,6,1,7.0,0.6041666666666666,-1.0999999999999996,2.0,1
2025-01-05 03:00:00,92,31.33,49.0,20.0,37.0,12.6,61,2.8,3,5,1,6,1,5.0,0.6393877551020408,-2.200000000000001,6.0,1
2025-01-05 04:00:00,97,33.67,50.0,15.0,44.0,12.2,64,2.8,4,5,1,6,1,5.0,0.6734,-0.40000000000000036,3.0,1
2025-01-05 05:00:00,102,36.0,51.0,10.0,51.0,12.2,72,2.8,5,5,1,6,1,5.0,0.7058823529411765,0.0,8.0,1
2025-01-05 06:00:00,122,43.67,56.7,8.7,55.7,11.9,78,3.2,6,5,1,6,1,20.0,0.7701940035273368,-0.29999999999999893,6.0,1
2025-01-05 07:00:00,143,51.33,62.3,7.3,60.3,12.2,78,3.2,7,5,1,6,1,21.0,0.823916532905297,0.29999999999999893,0.0,5
2025-01-05 08:00:00,155,59.0,68.0,6.0,65.0,12.2,80,2.8,8,5,1,6,1,12.0,0.8676470588235294,0.0,2.0,5
2025-01-05 09:00:00,148,53.33,62.3,5.0,76.0,14.4,68,2.8,9,5,1,6,1,-7.0,0.8560192616372392,2.200000000000001,-12.0,5
2025-01-05 10:00:00,133,47.67,56.7,4.0,87.0,20.0,51,2.4,10,5,1,6,1,-15.0,0.8407407407407407,5.6,-17.0,5
2025-01-05 11:00:00,118,42.0,51.0,3.0,98.0,20.7,47,2.4,11,5,1,6,1,-15.0,0.8235294117647058,0.6999999999999993,-4.0,5
2025-01-05 12:00:00,106,37.67,50.0,3.0,108.7,20.7,44,1.2,12,5,1,6,1,-12.0,0.7534000000000001,0.0,-3.0,5
2025-01-05 13:00:00,96,33.33,49.0,3.0,119.3,23.3,31,0.8,13,5,1,6,1,-10.0,0.680204081632653,2.6000000000000014,-13.0,1
2025-01-05 14:00:00,87,29.0,48.0,3.0,130.0,23.3,31,1.6,14,5,1,6,1,-9.0,0.6041666666666666,0.0,0.0,1
2025-01-05 15:00:00,94,32.33,51.0,3.7,131.0,23.0,32,2.0,15,5,1,6,1,7.0,0.633921568627451,-0.3000000000000007,1.0,1
2025-01-05 16:00:00,101,35.67,54.0,4.3,132.0,23.0,33,2.8,16,5,1,6,1,7.0,0.6605555555555556,0.0,1.0,1
2025-01-05 17:00:00,110,39.0,57.0,5.0,133.0,23.0,34,3.2,17,5,1,6,1,9.0,0.6842105263157895,0.0,1.0,1
2025-01-05 18:00:00,120,42.67,60.3,9.7,117.3,23.3,38,3.2,18,5,1,6,1,10.0,0.7076285240464345,0.3000000000000007,4.0,1
2025-01-05 19:00:00,130,46.33,63.7,14.3,101.7,19.3,54,3.2,19,5,1,6,1,10.0,0.7273155416012558,-4.0,16.0,1
2025-01-05 20:00:00,139,50.0,67.0,19.0,86.0,18.9,54,3.2,20,5,1,6,1,9.0,0.746268656716418,-0.40000000000000213,0.0,1
2025-01-05 21:00:00,140,50.33,65.3,18.3,74.3,18.5,58,2.4,21,5,1,6,1,1.0,0.770750382848392,-0.3999999999999986,4.0,1
2025-01-05 22:00:00,141,50.67,63.7,17.7,62.7,16.3,62,2.0,22,5,1,6,1,1.0,0.795447409733124,-2.1999999999999993,4.0,1
2025-01-05 23:00:00,142,51.0,62.0,17.0,51.0,15.9,66,1.6,23,5,1,6,1,1.0,0.8225806451612904,-0.40000000000000036,4.0,1
2025-01-06 00:00:00,130,46.33,55.3,14.3,49.7,14.8,68,2.0,0,6,1,0,0,-12.0,0.8377938517179023,-1.0999999999999996,2.0,1
2025-01-06 01:00:00,117,41.67,48.7,11.7,48.3,13.0,73,2.4,1,6,1,0,0,-13.0,0.8556468172484599,-1.8000000000000007,5.0,1
2025-01-06 02:00:00,104,37.0,42.0,9.0,47.0,12.6,72,2.8,2,6,1,0,0,-13.0,0.8809523809523809,-0.40000000000000036,-1.0,1
2025-01-06 03:00:00,100,35.0,39.7,8.7,44.3,11.5,74,2.8,3,6,1,0,0,-4.0,0.8816120906801007,-1.0999999999999996,2.0,1
2025-01-06 04:00:00,95,33.0,37.3,8.3,41.7,11.5,76,2.8,4,6,1,0,0,-5.0,0.8847184986595175,0.0,2.0,5
2025-01-06 05:00:00,91,31.0,35.0,8.0,39.0,11.5,76,2.8,5,6,1,0,0,-4.0,0.8857142857142857,0.0,0.0,5
2025-01-06 06:00:00,98,34.33,38.3,9.3,38.3,10.7,76,2.8,6,6,1,0,0,7.0,0.8963446475195823,-0.8000000000000007,0.0,5
2025-01-06 07:00:00,106,37.67,41.7,10.7,37.7,10.0,74,2.8,7,6,1,0,0,8.0,0.903357314148681,-0.6999999999999993,-2.0,5
2025-01-06 08:00:00,115,41.0,45.0,12.0,37.0,10.4,72,2.8,8,6,1,0,0,9.0,0.9111111111111111,0.40000000000000036,-2.0,5
2025-01-06 09:00:00,99,34.67,41.0,9.0,59.3,13.0,59,2.4,9,6,1,0,0,-16.0,0.8456097560975611,2.5999999999999996,-13.0,5
2025-01-06 10:00:00,85,28.33,37.0,6.0,81.7,19.3,36,2.4,10,6,1,0,0,-14.0,0.7656756756756756,6.300000000000001,-23.0,1
2025-01-06 11:00:00,72,22.0,33.0,3.0,104.0,20.4,31,2.0,11,6,1,0,0,-13.0,0.6666666666666666,1.0999999999999979,-5.0,1
2025-01-06 12:00:00,67,20.0,29.3,2.7,106.3,21.1,28,2.0,12,6,1,0,0,-5.0,0.68259385665529,0.7000000000000028,-3.0,1
2025-01-06 13:00:00,63,18.0,25.7,2.3,108.7,24.1,22,2.0,13,6,1,0,0,-4.0,0.7003891050583658,3.0,-6.0,1
2025-01-06 14:00:00,59,16.0,22.0,2.0,111.0,24.4,21,1.6,14,6,1,0,0,-4.0,0.7272727272727273,0.29999999999999716,-1.0,1
2025-01-06 15:00:00,58,15.67,20.3,2.3,109.3,24.4,19,1.2,15,6,1,0,0,-1.0,0.7719211822660098,0.0,-2.0,1
2025-01-06 16:00:00,57,15.33,18.7,2.7,107.7,24.8,19,1.2,16,6,1,0,0,-1.0,0.8197860962566845,0.40000000000000213,0.0,1
2025-01-06 17:00:00,56,15.0,17.0,3.0,106.0,25.2,16,0.8,17,6,1,0,0,-1.0,0.8823529411764706,0.3999999999999986,-3.0,1
2025-01-06 18:00:00,84,27.67,29.0,4.3,96.7,24.8,19,0.8,18,6,1,0,0,28.0,0.9541379310344829,-0.3999999999999986,3.0,1
2025-01-06 19:00:00,113,40.33,41.0,5.7,87.3,20.7,36,0.8,19,6,1,0,0,29.0,0.9836585365853658,-4.100000000000001,17.0,1
2025-01-06 20:00:00,148,53.0,53.0,7.0,78.0,19.3,41,1.6,20,6,1,0,0,35.0,1.0,-1.3999999999999986,5.0,1
2025-01-06 21:00:00,213,103.0,119.9,7.0,75.7,18.1,41,2.4,21,6,1,0,0,65.0,0.8590492076730608,-1.1999999999999993,0.0,1
2025-01-06 22:00:00,245,127.0,158.8,7.0,73.3,16.3,44,2.8,22,6,1,0,0,32.0,0.7997481108312342,-1.8000000000000007,3.0,1
2025-01-06 23:00:00,203,203.0,253.8,7.0,71.0,15.9,44,2.8,23,6,1,0,0,-42.0,0.7998423955870764,-0.40000000000000036,0.0,1
2025-01-07 00:00:00,232,117.0,146.3,6.0,71.7,15.6,44,3.2,0,7,1,1,0,29.0,0.7997265892002734,-0.3000000000000007,0.0,1
2025-01-07 01:00:00,203,95.0,118.8,5.0,72.3,13.7,47,3.2,1,7,1,1,0,-29.0,0.7996632996632996,-1.9000000000000004,3.0,1
2025-01-07 02:00:00,229,115.0,143.8,4.0,73.0,13.3,47,3.2,2,7,1,1,0,26.0,0.799721835883171,-0.3999999999999986,0.0,1
2025-01-07 03:00:00,194,88.33,110.4,3.7,74.3,11.1,54,3.2,3,7,1,1,0,-35.0,0.8000905797101449,-2.200000000000001,7.0,1
2025-01-07 04:00:00,250,131.0,163.8,3.3,75.7,10.7,56,3.6,4,7,1,1,0,56.0,0.7997557997557997,-0.40000000000000036,2.0,1
2025-01-07 05:00:00,100,35.0,43.8,3.0,77.0,10.7,56,3.6,5,7,1,1,0,-150.0,0.7990867579908676,0.0,0.0,1
2025-01-07 06:00:00,100,35.0,43.8,3.7,75.3,10.7,54,4.0,6,7,1,1,0,0.0,0.7990867579908676,0.0,-2.0,1
2025-01-07 07:00:00,102,36.0,45.0,4.3,73.7,11.1,46,4.0,7,7,1,1,0,2.0,0.8,0.40000000000000036,-8.0,1
2025-01-07 08:00:00,142,51.0,63.8,5.0,72.0,11.9,43,3.6,8,7,1,1,0,40.0,0.7993730407523512,0.8000000000000007,-3.0,1
2025-01-07 09:00:00,158,61.67,77.1,4.3,82.3,13.0,41,3.2,9,7,1,1,0,16.0,0.7998702983138781,1.0999999999999996,-2.0,1
2025-01-07 10:00:00,205,97.0,121.3,3.7,92.7,20.4,24,3.2,10,7,1,1,0,47.0,0.7996702390766695,7.399999999999999,-17.0,5
2025-01-07 11:00:00,187,83.0,103.8,3.0,103.0,21.5,21,3.6,11,7,1,1,0,-18.0,0.7996146435452794,1.1000000000000014,-3.0,5
2025-01-07 12:00:00,150,54.0,67.5,2.7,113.0,21.5,21,3.6,12,7,1,1,0,-37.0,0.8,0.0,0.0,5
2025-01-07 13:00:00,107,38.0,47.5,2.3,123.0,24.4,17,2.8,13,7,1,1,0,-43.0,0.8,2.8999999999999986,-4.0,1
2025-01-07 14:00:00,66,14.0,14.0,2.0,133.0,24.8,17,2.4,14,7,1,1,0,-41.0,1.0,0.40000000000000213,0.0,1
2025-01-07 15:00:00,91,31.0,38.8,2.7,133.7,24.8,16,2.4,15,7,1,1,0,25.0,0.7989690721649485,0.0,-1.0,1
2025-01-07 16:00:00,82,27.0,33.8,3.3,134.3,24.8,15,2.0,16,7,1,1,0,-9.0,0.7988165680473374,0.0,-1.0,1
2025-01-07 17:00:00,98,34.0,42.5,4.0,135.0,24.8,10,1.6,17,7,1,1,0,16.0,0.8,0.0,-5.0,1
2025-01-07 18:00:00,123,44.0,55.0,5.0,121.7,23.3,22,1.2,18,7,1,1,0,25.0,0.8,-1.5,12.0,1
2025-01-07 19:00:00,157,61.0,76.3,6.0,108.3,21.5,29,1.2,19,7,1,1,0,34.0,0.799475753604194,-1.8000000000000007,7.0,1
2025-01-07 20:00:00,139,50.0,50.0,7.0,95.0,17.8,34,1.2,20,7,1,1,0,-18.0,1.0,-3.6999999999999993,5.0,1
2025-01-07 21:00:00,171,71.0,88.8,7.0,90.7,14.8,44,2.0,21,7,1,1,0,32.0,0.7995495495495496,-3.0,10.0,1
2025-01-07 22:00:00,219,107.0,133.8,7.0,86.3,13.7,42,2.4,22,7,1,1,0,48.0,0.7997010463378176,-1.1000000000000014,-2.0,1
2025-01-07 23:00:00,249,249.0,311.3,7.0,82.0,12.2,44,2.8,23,7,1,1,0,30.0,0.7998715065852875,-1.5,2.0,1
2025-01-08 00:00:00,349,349.0,436.3,6.7,76.7,11.1,46,2.8,0,8,1,2,0,100.0,0.799908319963328,-1.0999999999999996,2.0,1
2025-01-08 01:00:00,349,349.0,436.3,6.3,71.3,10.7,49,2.8,1,8,1,2,0,0.0,0.799908319963328,-0.40000000000000036,3.0,1
2025-01-08 02:00:00,82,27.0,27.0,6.0,66.0,10.0,50,2.8,2,8,1,2,0,-267.0,1.0,-0.6999999999999993,1.0,1
2025-01-08 03:00:00,353,353.0,441.3,5.7,61.7,8.5,58,2.8,3,8,1,2,0,271.0,0.7999093587128937,-1.5,8.0,1
2025-01-08 04:00:00,289,289.0,361.3,5.3,57.3,8.5,63,2.8,4,8,1,2,0,-64.0,0.7998892886797675,0.0,5.0,1
2025-01-08 05:00:00,241,241.0,301.3,5.0,53.0,8.9,61,2.8,5,8,1,2,0,-48.0,0.7998672419515432,0.40000000000000036,-2.0,1
2025-01-08 06:00:00,276,150.0,187.5,6.7,52.3,8.1,63,2.4,6,8,1,2,0,35.0,0.8,-0.8000000000000007,2.0,1
2025-01-08 07:00:00,273,147.67,184.6,8.3,51.7,8.5,60,2.4,7,8,1,2,0,-3.0,0.7999458288190682,0.40000000000000036,-3.0,1
2025-01-08 08:00:00,211,101.0,126.3,10.0,51.0,9.3,55,2.4,8,8,1,2,0,-62.0,0.7996832937450515,0.8000000000000007,-5.0,1
2025-01-08 09:00:00,248,129.0,161.3,8.0,70.7,13.0,47,1.6,9,8,1,2,0,37.0,0.7997520148791072,3.6999999999999993,-8.0,1
2025-01-08 10:00:00,175,175.0,218.8,6.0,90.3,20.0,27,1.6,10,8,1,2,0,-73.0,0.79981718464351,7.0,-20.0,5
2025-01-08 11:00:00,213,103.0,128.8,4.0,110.0,21.5,26,1.6,11,8,1,2,0,38.0,0.7996894409937888,1.5,-1.0,5
2025-01-08 12:00:00,155,59.0,73.8,3.7,116.3,21.5,27,1.2,12,8,1,2,0,-58.0,0.7994579945799458,0.0,1.0,5
2025-01-08 13:00:00,163,65.0,81.3,3.3,122.7,24.1,22,1.2,13,8,1,2,0,8.0,0.7995079950799509,2.6000000000000014,-5.0,1
2025-01-08 14:00:00,65,19.0,20.0,3.0,129.0,24.8,21,1.6,14,8,1,2,0,-98.0,0.95,0.6999999999999993,-1.0,1
